MonthlyCharges,tenure,TotalCharges,Contract,PaymentMethod,OnlineSecurity,TechSupport,InternetService,Churn
61.4,7,3722,0,2,2,0,0,0
103.35,8,6198,0,0,2,2,1,1
19.9,17,2856,1,0,1,1,2,0
19.45,32,5341,0,1,1,1,2,0
81.5,2,1087,0,3,0,0,1,0
84.8,7,4536,0,2,0,0,1,1
109.55,72,5956,2,1,2,0,1,0
99.95,31,2769,0,2,0,0,1,1
74.4,27,1577,0,3,2,0,1,0
90.0,18,950,0,1,0,0,1,1
74.9,7,4149,0,2,0,0,1,0
104.85,14,960,0,2,0,0,1,1
59.65,11,5395,0,0,0,0,0,0
110.45,72,6043,2,0,2,2,1,0
106.1,28,2461,1,2,2,0,1,1
74.2,15,263,0,1,0,0,1,1
74.45,4,2542,0,2,0,0,1,0
24.55,71,1225,2,2,1,1,2,0
89.35,5,3914,0,2,0,2,1,1
24.55,47,302,2,3,1,1,2,0
90.65,57,4352,1,2,0,0,1,0
105.05,50,4337,2,1,2,0,1,0
20.45,8,1085,0,1,1,1,2,0
19.55,48,6287,2,3,1,1,2,0
19.7,70,623,1,0,1,1,2,0
70.45,1,5510,0,0,2,2,0,0
85.65,8,5259,0,0,0,0,1,0
77.15,1,5865,0,2,0,0,1,1
35.25,1,3031,0,0,0,0,0,1
20.55,60,375,2,3,1,1,2,0
97.95,49,4169,1,2,0,2,1,0
48.55,4,1635,0,2,0,0,0,1
20.0,29,4906,1,3,1,1,2,0
25.25,67,1242,2,1,1,1,2,0
98.4,53,4327,0,1,0,0,1,1
70.9,67,3959,2,1,2,2,0,0
19.85,6,352,0,3,1,1,2,0
106.35,47,4089,0,2,0,0,1,0
99.5,53,4505,2,3,2,2,1,0
84.7,69,4826,2,3,2,2,0,0
86.05,3,2091,0,3,2,0,1,0
44.55,4,1828,0,3,0,0,0,0
75.85,56,3630,2,1,2,2,0,0
93.85,59,4618,0,0,0,0,1,1
25.0,61,910,2,0,1,1,2,0
45.0,2,6303,0,2,0,0,0,0
100.7,46,3870,0,2,2,0,1,1
20.5,12,2205,0,3,1,1,2,0
80.45,14,143,0,2,0,0,1,1
90.45,28,2163,1,2,0,2,1,0
60.45,24,814,0,0,2,2,0,0
55.25,31,1220,0,2,0,2,0,1
78.45,68,4459,1,2,2,2,0,0
100.55,39,3336,2,3,0,2,1,0
20.35,42,6266,0,1,1,1,2,0
54.45,13,5549,0,2,2,2,0,1
90.75,6,4309,0,2,0,0,1,0
75.35,35,2284,0,1,0,0,1,1
20.25,38,6080,1,1,1,1,2,0
20.05,18,3319,2,1,1,1,2,0
19.6,4,6392,0,3,1,1,2,0
53.8,27,707,0,2,0,2,0,0
70.2,41,2497,1,3,2,0,0,0
75.5,50,3444,1,2,2,2,0,0
20.35,72,642,2,2,1,1,2,0
26.05,70,1420,1,1,1,1,2,0
20.6,44,6379,1,0,1,1,2,0
75.7,2,1468,0,2,2,0,1,1
20.1,34,5389,1,0,1,1,2,0
24.3,72,1305,2,0,1,1,2,0
24.5,71,1370,2,2,1,1,2,0
110.5,64,5551,2,1,0,2,1,0
25.25,72,1401,2,0,1,1,2,0
74.25,1,5716,0,3,0,0,1,1
90.1,29,2306,1,0,2,0,1,0
68.75,23,1185,1,0,2,2,0,0
19.2,52,104,2,3,1,1,2,0
89.7,25,1803,0,2,0,0,1,1
115.1,64,5687,2,0,2,2,1,0
96.4,16,1033,0,2,0,0,1,1
69.5,1,5446,0,0,0,0,1,1
99.65,24,2050,0,0,0,0,1,0
91.45,2,1209,0,2,0,0,1,0
84.75,34,2452,2,3,2,2,0,0
85.25,36,2725,0,1,0,0,1,1
78.75,53,3369,1,3,0,2,0,0
20.25,47,6272,2,1,1,1,2,0
19.9,72,954,2,1,1,1,2,0
97.75,72,5494,2,1,2,2,1,0
19.4,1,1482,0,3,1,1,2,1
83.3,9,6033,0,2,0,0,1,1
80.1,8,5370,0,0,0,0,1,1
62.7,45,2420,1,1,2,0,0,1
100.4,7,5602,0,2,0,2,1,0
24.45,71,1175,2,1,1,1,2,0
101.1,41,3431,1,0,0,2,1,0
50.9,67,2853,2,1,2,0,0,0
107.2,69,5675,1,1,2,2,1,0
92.2,70,5199,2,0,2,2,0,0
25.3,25,5352,1,0,1,1,2,1
113.4,72,6085,2,0,2,2,1,0
40.55,34,590,2,2,0,2,0,0
26.0,65,1141,2,1,1,1,2,0
111.95,70,5906,2,1,2,2,1,0
53.8,72,3376,2,1,2,0,0,0
72.1,35,2140,1,3,0,2,0,0
98.15,13,421,0,3,2,0,1,1
78.85,12,6278,1,2,2,0,0,0
70.75,62,3632,1,0,2,2,0,0
76.15,25,1601,0,1,2,2,0,0
39.1,52,1589,2,3,2,2,0,0
69.95,8,4655,0,1,0,0,1,0
20.05,2,2863,0,3,1,1,2,0
20.05,56,179,2,3,1,1,2,0
19.45,12,1906,0,0,1,1,2,0
26.9,47,458,1,2,1,1,2,0
19.2,2,3189,0,2,1,1,2,0
50.0,18,6310,0,3,0,0,0,0
60.0,8,4113,0,2,2,0,0,0
84.55,45,3202,0,3,2,0,1,0
45.45,3,750,0,3,0,0,0,0
20.05,38,5361,1,3,1,1,2,0
115.55,72,6187,2,2,2,2,1,0
93.7,46,3551,0,2,2,0,1,1
99.0,71,5550,2,1,2,0,1,0
50.55,66,2919,2,0,0,2,0,0
105.95,25,2303,0,3,0,0,1,1
82.0,18,788,1,1,0,2,0,1
25.0,13,2882,2,0,1,1,2,0
91.55,65,4886,2,0,2,2,0,0
95.75,60,4741,0,2,0,0,1,1
19.35,15,2409,2,3,1,1,2,0
24.85,72,1445,2,1,1,1,2,0
94.05,30,2472,0,1,0,0,1,1
100.4,42,3664,2,2,0,2,1,0
25.0,71,1276,2,0,1,1,2,0
54.75,1,4491,0,3,0,0,0,1
95.65,39,3228,0,0,0,0,1,1
19.25,35,5030,0,0,1,1,2,0
108.25,53,4870,0,0,0,2,1,0
94.6,1,6424,0,2,0,0,1,1
98.9,31,2517,0,2,0,2,1,1
20.15,48,6504,2,1,1,1,2,0
101.3,30,2570,0,2,0,2,1,0
20.0,10,1587,0,1,1,1,2,0
105.3,12,506,0,2,0,0,1,0
69.85,57,3419,2,0,2,2,0,0
65.25,58,3251,0,1,2,0,0,0
19.8,37,6077,2,3,1,1,2,0
19.6,44,5918,0,3,1,1,2,0
20.05,27,4586,1,1,1,1,2,0
49.4,8,3482,0,2,0,2,0,0
76.05,3,1947,0,2,0,0,1,1
88.4,25,1810,0,0,0,0,1,0
100.6,57,4648,0,2,0,0,1,0
19.45,12,2107,0,3,1,1,2,0
20.3,62,539,2,0,1,1,2,0
107.65,65,5560,2,0,0,2,1,0
80.45,71,4683,2,0,0,2,0,0
58.85,21,392,1,1,0,0,0,0
109.6,71,5938,1,2,2,0,1,0
75.15,7,4396,0,2,0,0,1,0
73.0,72,4406,2,1,2,2,0,0
70.1,1,5503,0,2,0,0,1,0
98.65,72,5589,2,0,0,2,1,0
111.45,64,5650,1,2,0,2,1,0
114.9,72,6205,2,2,2,2,1,0
100.55,29,2485,0,0,0,0,1,0
20.4,13,2259,2,3,1,1,2,0
104.35,31,2786,0,2,2,0,1,0
69.75,1,5451,0,2,0,0,1,1
34.5,7,2415,0,2,2,2,0,1
105.55,61,5077,0,2,0,0,1,1
30.1,39,257,0,1,0,0,0,1
70.3,10,5703,0,2,0,0,1,1
80.45,14,266,0,1,0,2,0,0
80.2,1,6016,0,3,0,0,1,1
94.35,67,5123,1,1,2,2,1,1
91.35,72,5314,2,0,2,2,0,0
44.6,6,2250,0,0,0,0,0,1
19.6,1,1486,0,3,1,1,2,1
19.9,25,4276,1,2,1,1,2,0
110.45,33,3160,0,2,0,2,1,1
68.35,18,545,0,2,2,2,0,0
79.1,71,4612,2,1,0,2,0,0
51.0,28,691,1,2,0,0,0,0
80.55,2,1453,0,1,2,0,1,0
66.7,17,148,0,3,0,2,0,0
86.4,56,4177,0,2,2,0,1,0
50.05,60,2518,1,2,2,0,0,0
25.7,33,6117,2,1,1,1,2,0
83.4,1,6132,0,3,2,2,1,0
70.7,2,731,0,1,0,0,1,1
84.65,63,4478,2,1,2,2,1,0
99.25,7,5289,0,2,0,0,1,1
64.75,55,3126,2,3,0,0,0,0
100.15,65,5288,1,0,2,2,1,0
84.8,1,6178,0,2,0,2,1,1
25.25,63,1002,2,3,1,1,2,0
113.0,70,6007,2,1,2,2,1,0
40.65,36,983,2,1,2,2,0,0
105.0,52,4506,1,0,0,2,1,1
54.45,22,243,0,2,2,0,0,1
94.95,22,1762,0,0,0,2,1,0
59.9,5,2478,0,1,2,2,0,0
85.3,47,3460,0,2,0,0,1,1
83.35,33,2396,0,2,0,0,1,1
33.5,18,4914,0,1,0,0,0,1
19.8,1,1490,0,1,1,1,2,0
81.8,56,3861,2,1,0,2,0,0
20.0,2,3416,0,3,1,1,2,0
59.6,35,1725,0,2,2,0,0,0
25.0,64,1037,2,1,1,1,2,0
84.35,15,556,0,1,2,0,1,0
90.35,24,1872,0,2,0,0,1,1
55.55,1,4565,0,3,0,0,0,0
75.35,70,4519,2,1,2,2,0,0
90.75,1,6326,0,2,0,0,1,1
89.6,4,3155,0,3,0,0,1,1
59.3,39,1840,1,2,0,2,0,0
66.1,29,1514,0,2,2,0,0,0
18.8,14,2206,2,3,1,1,2,0
86.45,61,4342,2,1,2,2,0,0
52.1,13,5319,0,1,2,0,0,0
47.4,66,2759,2,3,2,2,0,0
49.25,2,6323,0,2,0,0,0,1
109.15,59,5240,1,1,2,0,1,0
94.95,62,4776,1,1,2,0,1,0
93.55,33,2655,1,2,2,2,1,0
79.5,66,4351,2,1,0,2,0,0
115.05,72,6182,2,1,2,2,1,0
19.75,1,1489,0,3,1,1,2,1
95.15,19,1322,0,2,2,0,1,1
95.15,51,4238,1,3,2,2,1,0
105.4,63,5325,0,2,0,2,1,0
20.1,27,4654,1,0,1,1,2,0
101.35,22,1952,0,0,2,0,1,1
20.05,4,6346,0,3,1,1,2,0
20.7,42,6125,2,3,1,1,2,0
20.35,29,5029,1,3,1,1,2,0
70.05,4,2314,0,1,0,0,1,1
19.7,30,5065,1,3,1,1,2,0
74.65,4,2607,0,2,0,0,1,1
85.45,71,4933,2,0,2,2,0,0
40.4,46,1403,2,1,2,2,0,0
50.4,4,1686,0,3,0,0,0,1
79.65,7,4940,0,3,2,0,1,1
105.2,69,5707,1,0,0,2,1,0
100.65,72,5687,2,0,2,0,1,0
79.85,19,871,0,2,0,0,1,1
91.0,28,2274,0,2,0,2,1,0
78.75,5,3512,0,2,0,0,1,1
116.75,72,6122,2,1,2,2,1,0
80.45,8,4805,0,1,0,0,1,1
59.1,7,3182,1,2,2,0,0,0
49.8,22,94,0,2,2,0,0,0
19.3,72,762,2,0,1,1,2,0
19.65,8,1189,0,1,1,1,2,0
81.4,52,3701,1,1,2,2,0,0
38.9,68,2358,2,3,2,2,0,0
87.95,71,5132,2,0,2,2,0,0
19.85,2,4303,0,3,1,1,2,0
96.35,34,2775,0,2,0,2,1,0
24.15,35,6072,0,2,0,0,0,0
19.1,61,273,1,1,1,1,2,0
44.0,1,3734,0,2,0,0,0,0
50.1,1,4225,0,3,0,0,0,1
60.6,53,2860,1,1,0,0,0,0
25.65,72,1462,2,0,1,1,2,0
76.4,2,927,0,2,0,0,1,1
98.7,3,2532,0,2,0,2,1,1
100.8,13,564,0,2,2,0,1,1
53.95,41,1851,0,2,0,0,0,0
20.4,24,4072,1,1,1,1,2,0
90.1,28,2247,1,0,0,0,1,1
29.35,8,1775,0,3,2,0,0,0
20.45,1,1615,0,3,1,1,2,0
95.1,54,4284,2,0,0,2,1,0
25.25,41,6522,0,0,1,1,2,0
44.9,19,6169,0,3,0,0,0,0
92.65,72,5338,2,0,2,2,0,0
43.7,62,2264,2,0,2,2,0,0
72.6,56,3484,2,1,2,2,0,0
51.55,15,5849,0,2,0,0,0,1
79.25,10,5987,0,2,0,0,1,1
18.95,32,5004,2,3,1,1,2,0
20.5,21,3441,0,1,1,1,2,0
19.95,62,447,1,0,1,1,2,0
24.5,2,3908,0,2,0,0,0,0
20.6,27,4789,2,3,1,1,2,0
94.85,5,3922,0,0,0,0,1,1
61.05,25,978,1,2,2,0,0,0
85.7,2,1190,0,2,0,0,1,1
106.65,49,4340,1,0,0,2,1,0
108.25,63,5365,0,1,2,0,1,0
20.4,4,6422,0,1,1,1,2,0
55.3,1,4562,0,3,0,0,0,0
20.25,11,1705,0,3,1,1,2,0
72.95,52,3277,0,0,0,0,1,0
89.45,60,4427,0,2,0,0,1,0
104.65,64,5432,1,1,0,2,1,0
75.2,43,2833,2,0,2,0,0,0
101.15,61,5148,1,0,0,2,1,0
44.4,1,3741,0,3,0,0,0,1
89.5,5,4039,0,2,0,0,1,1
68.75,66,3772,2,0,2,2,0,0
111.05,67,5679,2,2,2,2,1,0
99.0,42,3529,2,1,0,2,1,0
86.05,1,6240,0,2,0,0,1,1
21.0,31,5485,2,3,1,1,2,0
19.4,7,1172,0,3,1,1,2,0
44.55,4,1250,0,2,0,0,0,1
77.2,34,2392,1,0,0,0,0,0
19.45,3,5443,1,3,1,1,2,0
24.85,19,3691,0,3,0,0,0,0
35.4,31,149,0,0,2,2,0,1
95.65,1,6446,0,3,0,0,1,1
41.35,3,135,0,3,2,2,0,0
19.6,46,6215,0,2,1,1,2,0
20.95,1,1625,0,3,1,1,2,1
84.45,69,4814,1,0,2,0,1,0
20.25,5,178,0,3,1,1,2,0
19.65,1,1487,0,0,1,1,2,0
20.65,26,4877,1,1,1,1,2,0
34.7,10,2857,0,2,0,0,0,1
99.3,25,2174,2,0,0,2,1,0
81.05,64,4321,0,2,2,0,1,0
67.6,30,1627,0,2,2,2,0,0
70.15,13,6402,0,2,0,0,1,0
115.0,64,5711,1,2,2,2,1,0
84.8,46,3384,0,0,0,2,1,0
19.7,12,2251,1,3,1,1,2,0
19.75,15,2565,0,0,1,1,2,1
92.55,17,933,0,2,0,0,1,1
63.15,13,6084,0,3,2,0,0,0
74.0,67,4109,2,1,2,2,0,0
29.1,24,5425,0,2,0,0,0,0
50.05,6,2489,0,3,0,2,0,0
60.05,53,2806,1,2,2,2,0,1
74.3,16,331,0,1,0,0,1,1
20.0,10,1413,0,2,1,1,2,0
74.65,13,6476,1,3,0,0,1,0
85.35,9,5815,0,2,0,0,1,1
74.3,25,1434,1,3,2,2,0,1
44.4,7,2298,0,2,0,2,0,0
85.4,38,2860,2,0,2,2,0,0
94.1,43,3496,0,2,2,0,1,0
98.1,4,3388,0,0,0,2,1,1
108.9,25,2436,2,2,0,2,1,0
56.2,27,1018,1,3,2,0,0,0
26.1,72,1417,2,3,1,1,2,0
85.45,71,4931,1,1,2,0,1,0
88.95,24,1698,0,1,0,0,1,0
109.65,50,4604,2,2,2,2,1,1
74.35,57,3673,2,0,2,0,0,0
48.85,15,5697,0,2,0,0,0,0
80.1,4,2915,0,2,2,0,1,0
56.05,28,945,0,2,2,0,0,0
74.55,9,5052,0,2,0,0,1,1
89.8,55,4198,0,0,2,0,1,0
100.95,3,2858,0,2,0,0,1,1
94.9,10,93,0,2,0,0,1,1
19.1,55,8,1,0,1,1,2,0
20.35,20,3758,0,3,1,1,2,0
106.05,62,5321,1,1,0,2,1,0
104.9,32,2910,0,2,0,2,1,1
19.65,43,5905,2,0,1,1,2,0
24.1,9,2242,1,0,0,0,0,1
59.85,60,3020,2,0,2,2,0,0
86.1,58,4132,2,2,2,0,0,0
19.45,7,655,1,3,1,1,2,0
97.1,2,1396,0,2,2,0,1,0
36.65,37,577,0,2,0,0,0,0
103.9,65,5355,1,0,0,2,1,0
19.75,39,5812,2,3,1,1,2,0
104.05,66,5436,1,2,0,2,1,1
24.55,68,1143,2,3,1,1,2,0
48.7,62,2605,2,0,2,2,0,0
88.35,3,2267,0,3,0,2,1,1
109.55,72,6086,2,2,2,0,1,0
20.65,41,6276,2,1,1,1,2,0
94.65,29,2293,0,1,2,0,1,1
55.2,4,1827,0,2,2,0,0,0
24.05,53,555,1,0,1,1,2,0
74.4,1,5719,0,2,0,0,1,1
79.9,41,2887,0,1,2,2,0,1
20.45,39,5976,2,0,1,1,2,0
19.25,63,434,2,3,1,1,2,0
26.35,15,3247,0,2,1,1,2,0
43.8,13,4856,1,2,0,0,0,0
50.15,1,4226,0,3,0,0,0,0
20.45,1,1615,2,3,1,1,2,0
69.7,8,4638,0,2,0,0,1,1
61.4,60,3142,2,2,2,0,0,0
98.1,12,120,0,2,0,0,1,1
70.75,40,2526,1,1,0,2,0,0
61.15,66,3435,2,0,2,0,0,0
20.25,42,6224,1,3,1,1,2,0
63.85,66,3567,1,1,2,2,0,0
98.7,49,4174,0,2,0,0,1,0
20.5,1,1616,0,3,1,1,2,1
20.0,41,6062,2,3,1,1,2,0
19.3,41,5879,2,0,1,1,2,0
84.4,23,1537,0,3,2,2,1,0
25.1,3,5973,0,2,0,0,0,0
48.25,4,1651,0,3,2,2,0,0
19.85,52,139,2,3,1,1,2,0
99.6,4,3003,0,2,2,0,1,1
94.2,11,6530,0,2,0,2,1,0
62.15,2,248,0,3,2,0,0,0
79.3,26,1644,0,0,0,0,1,0
56.25,24,841,1,1,2,0,0,0
20.3,12,2111,0,3,1,1,2,0
99.0,60,4926,0,2,0,2,1,0
90.6,64,4796,2,3,2,2,0,0
85.9,66,4630,2,0,2,2,0,0
79.2,60,4035,1,0,0,0,1,0
70.35,17,372,1,0,2,0,0,0
19.35,42,6260,2,3,1,1,2,0
50.15,1,4226,0,2,0,0,0,0
63.8,47,2603,2,0,0,2,0,0
20.55,10,2179,0,3,1,1,2,0
88.55,70,5099,2,1,2,2,0,0
101.4,67,5402,0,1,0,0,1,0
81.95,1,6060,0,2,0,0,1,1
69.35,7,3836,0,2,0,0,1,1
44.6,1,3744,0,3,0,0,0,0
63.75,4,1894,0,0,0,2,0,0
109.25,66,5559,2,0,2,0,1,0
84.6,12,35,0,2,0,0,1,0
20.45,24,4409,1,1,1,1,2,0
85.75,26,1764,0,2,0,0,1,0
91.1,6,3879,0,2,0,0,1,1
107.95,57,4890,2,2,0,2,1,0
86.1,14,431,0,2,0,0,1,1
22.95,42,33,2,2,1,1,2,0
94.7,25,1999,0,0,0,0,1,1
19.45,64,414,2,1,1,1,2,0
85.1,22,1447,0,2,0,0,1,1
19.7,19,3302,1,1,1,1,2,0
99.15,61,4923,0,2,0,0,1,1
87.0,22,1416,0,0,0,0,1,0
102.95,70,5573,0,2,0,0,1,1
79.95,12,85,0,0,0,0,1,0
64.0,31,1512,1,2,2,2,0,0
64.9,11,5606,0,2,0,0,0,0
25.75,68,1181,2,3,1,1,2,0
90.15,72,5326,2,0,2,2,0,0
116.1,67,5926,2,1,2,2,1,0
104.95,60,5059,0,0,2,2,1,0
45.05,1,3811,0,3,0,0,0,1
71.0,1,5564,0,2,0,0,1,1
50.0,58,2522,1,3,2,0,0,0
70.55,47,2872,0,0,0,0,1,1
79.7,1,5972,0,2,0,0,1,1
20.45,1,1615,0,3,1,1,2,0
59.0,22,466,0,2,2,0,0,1
60.35,48,2498,1,1,2,2,0,1
19.85,37,5610,1,0,1,1,2,0
19.95,13,2183,1,2,1,1,2,0
26.45,43,212,2,0,1,1,2,0
63.4,6,3016,2,3,2,2,0,0
53.95,71,3328,2,0,2,2,0,0
69.25,1,5443,0,2,0,0,1,1
95.1,72,5406,2,2,2,0,1,0
74.1,6,3830,0,2,2,0,1,0
35.5,12,3675,0,3,0,2,0,0
70.95,25,1293,0,3,0,0,1,1
79.2,21,1258,1,2,0,2,1,0
48.8,6,2566,0,3,0,2,0,0
89.0,20,1374,0,3,0,0,1,1
99.4,18,1261,0,2,2,0,1,1
55.45,43,2096,1,2,0,2,0,0
25.4,35,6438,2,1,1,1,2,0
73.5,1,5666,0,0,0,0,1,1
93.5,32,2568,0,2,0,0,1,0
63.9,52,2894,2,1,2,2,0,0
64.85,32,1640,1,0,0,0,0,0
63.8,72,3963,2,0,2,2,0,0
44.45,51,1796,0,1,2,2,0,0
19.95,68,557,2,0,1,1,2,0
43.35,8,3198,0,3,0,0,0,0
49.65,49,2054,2,1,0,0,0,0
85.1,72,5023,2,3,2,2,0,0
95.5,9,6127,0,2,0,0,1,1
92.35,28,2252,0,3,2,0,1,1
89.8,54,3947,0,3,2,0,1,0
74.55,11,6107,0,2,0,0,1,1
103.05,50,4331,1,3,0,2,1,0
116.0,69,6093,2,2,2,2,1,0
69.9,1,5454,0,2,0,0,1,0
95.1,68,5304,2,0,2,2,1,0
40.25,40,1012,1,3,2,2,0,0
25.75,31,5801,2,3,1,1,2,0
105.35,33,2998,0,0,0,0,1,0
113.6,55,5083,2,2,0,2,1,0
24.0,68,1149,2,0,1,1,2,0
19.4,12,1583,0,0,1,1,2,0
86.1,71,4942,2,0,2,2,0,0
102.65,40,3497,0,3,0,0,1,0
92.85,64,4899,1,2,0,0,1,0
97.75,53,4274,1,0,0,2,1,0
83.8,12,62,0,3,0,2,1,1
54.45,53,2465,0,2,0,0,0,1
97.95,72,5584,2,1,2,0,1,0
19.95,46,6338,2,2,1,1,2,0
24.6,40,6495,2,3,1,1,2,0
50.95,12,4947,0,0,2,2,0,0
75.6,9,5274,0,2,2,0,1,0
80.75,51,3510,0,2,0,2,1,0
90.4,49,3808,0,1,0,0,1,0
99.8,41,3627,0,2,0,0,1,1
60.25,56,2854,1,1,2,2,0,0
20.2,4,4566,0,2,1,1,2,0
64.15,20,504,1,3,2,2,0,0
20.25,26,4182,0,1,1,1,2,0
105.85,20,1874,0,0,0,0,1,1
75.45,7,4056,0,3,0,0,1,1
93.85,7,5126,0,2,0,0,1,1
99.0,51,4268,0,2,0,0,1,0
80.3,4,2817,0,3,0,0,1,0
19.55,1,1485,0,1,1,1,2,0
100.75,27,2421,0,2,2,2,1,0
100.75,22,1726,0,2,2,0,1,1
53.75,12,5201,0,3,0,2,0,0
31.0,3,6441,0,3,0,2,0,1
25.6,34,6360,1,1,1,1,2,0
58.35,24,633,1,2,2,2,0,0
80.0,51,3620,0,1,0,0,1,1
46.35,14,5331,0,2,0,0,0,0
113.75,59,5241,2,2,2,2,1,0
90.4,3,2331,0,2,0,0,1,0
109.3,65,5688,2,2,2,2,1,0
70.25,5,2877,0,3,0,0,1,1
90.3,59,4350,2,1,2,2,0,0
65.25,72,3798,2,1,2,2,0,0
100.15,62,5078,0,2,0,0,1,1
94.5,28,2310,0,1,2,0,1,1
60.65,3,1567,0,3,0,2,0,0
24.1,19,3726,0,1,1,1,2,0
19.5,1,1484,0,3,1,1,2,0
85.95,24,1737,0,2,0,2,1,0
53.5,57,2638,1,2,0,2,0,0
25.45,72,1437,2,1,1,1,2,0
20.5,67,799,2,0,1,1,2,0
20.85,52,142,1,1,1,1,2,0
89.9,71,5188,2,1,2,2,0,0
26.0,26,5398,1,3,1,1,2,0
113.2,35,3352,2,3,2,2,1,0
69.05,55,3288,2,1,0,0,1,0
20.1,33,5318,2,3,1,1,2,0
109.65,72,5952,2,2,2,0,1,0
19.2,1,1479,0,3,1,1,2,0
33.9,10,2577,0,3,0,0,0,1
90.0,37,2928,0,2,0,2,1,0
34.0,12,3757,0,3,0,2,0,0
20.4,1,1614,1,3,1,1,2,0
38.6,62,1981,2,1,2,2,0,0
25.25,1,2152,0,0,0,0,0,0
60.6,18,294,0,3,2,0,0,0
89.95,69,5013,0,2,0,0,1,1
74.75,2,812,0,2,0,0,1,0
20.6,19,3536,0,3,1,1,2,0
84.45,12,114,0,2,0,0,1,1
20.4,9,1362,0,3,1,1,2,0
81.7,27,1848,1,2,2,2,0,0
79.5,27,1795,0,2,0,2,1,1
89.15,1,6297,0,3,0,0,1,1
20.3,24,3899,0,3,1,1,2,0
74.95,14,76,0,2,0,0,1,1
74.4,32,1914,0,2,0,0,1,1
20.0,11,1740,1,3,1,1,2,0
25.0,1,2147,0,3,1,1,2,0
80.45,38,2747,0,3,2,0,1,0
19.75,9,1732,2,3,1,1,2,0
65.65,54,3089,2,1,2,2,0,0
71.0,29,1710,1,1,0,0,0,0
89.2,44,3456,0,2,0,0,1,0
86.75,59,4346,2,2,2,2,0,0
55.3,3,1563,0,2,0,0,0,1
61.5,18,170,1,3,2,2,0,0
25.1,67,1158,2,1,1,1,2,0
55.15,22,377,0,2,0,2,0,1
34.05,33,219,1,1,2,2,0,0
19.95,5,133,0,3,1,1,2,0
19.95,2,3255,0,3,1,1,2,0
89.7,72,5121,2,1,2,2,0,0
20.4,9,1395,0,3,1,1,2,0
26.3,67,1184,2,3,1,1,2,0
84.95,16,682,0,2,0,0,1,1
20.7,8,666,0,3,1,1,2,0
43.25,5,1806,0,3,2,2,0,1
48.35,23,129,1,1,0,0,0,1
79.55,1,5969,0,2,0,0,1,1
71.05,50,2984,0,2,0,0,1,1
19.45,17,3179,2,1,1,1,2,0
110.8,68,5803,2,0,2,0,1,0
84.5,1,6174,0,2,0,0,1,1
69.3,25,1365,0,2,0,0,1,0
49.35,67,2886,1,0,2,2,0,0
20.35,32,5553,1,1,1,1,2,0
105.6,67,5582,1,2,2,0,1,0
64.45,72,3933,2,1,2,2,0,0
108.6,71,5864,2,1,0,2,1,1
49.9,1,4147,0,2,0,0,0,0
30.3,46,688,0,0,0,0,0,1
30.4,2,5911,0,2,0,0,0,1
45.4,1,3818,0,3,0,0,0,1
65.65,48,2692,1,2,0,0,0,0
103.3,61,5217,1,0,0,2,1,0
84.15,32,2236,0,0,0,0,1,1
44.45,2,6101,0,2,0,0,0,0
19.75,3,4783,0,2,1,1,2,1
85.4,5,3623,0,1,0,2,1,1
89.9,71,5124,2,0,2,2,0,0
55.05,37,1664,0,3,2,0,0,0
104.1,65,5320,2,0,0,2,1,0
106.6,67,5640,1,0,0,2,1,0
75.2,49,3170,0,1,0,0,1,1
70.5,50,3021,2,1,2,2,0,0
19.6,25,3499,1,2,1,1,2,0
55.85,17,6412,1,3,0,0,0,1
24.05,64,1000,2,3,1,1,2,0
38.1,25,6484,1,1,0,0,0,0
106.4,23,2131,0,2,0,0,1,1
34.25,24,6124,0,3,0,2,0,0
100.05,37,3268,0,2,0,0,1,0
68.65,21,888,0,2,0,0,1,0
45.8,1,3824,0,3,0,0,0,0
75.75,10,5898,0,3,0,0,1,0
84.4,6,4609,0,2,0,0,1,1
96.4,51,4160,1,1,2,0,1,0
20.55,10,1441,0,3,1,1,2,0
50.95,6,2668,0,1,2,2,0,0
90.5,47,3674,2,3,2,2,0,0
79.4,61,4074,1,2,2,2,0,0
58.75,52,2640,2,0,2,0,0,0
59.45,35,1756,0,1,2,0,0,0
105.7,71,5759,1,0,0,0,1,0
56.25,6,3329,0,2,2,0,0,1
53.3,45,1937,2,1,2,0,0,0
85.55,2,1442,0,2,0,0,1,1
68.65,4,2258,0,0,0,0,0,1
24.3,2,3257,0,3,0,0,0,0
77.85,4,2584,0,2,0,0,1,1
59.9,51,2643,1,1,2,2,0,0
23.95,60,920,1,1,1,1,2,0
20.15,9,1104,1,3,1,1,2,0
105.35,3,2808,0,0,0,0,1,1
95.65,17,1116,0,0,0,2,1,0
87.05,8,5835,0,2,0,0,1,1
81.0,46,3290,2,3,2,2,0,0
82.45,68,4674,2,1,2,2,0,0
53.5,1,4432,0,3,0,0,0,1
20.5,4,5961,1,0,1,1,2,0
25.1,1,2149,0,3,0,0,0,1
54.4,28,934,1,1,0,2,0,0
58.6,39,1858,1,1,0,0,0,0
84.8,11,6292,0,2,0,0,1,0
61.4,71,3671,2,1,0,2,0,0
20.4,2,3590,0,3,1,1,2,0
79.65,30,2001,0,3,0,0,1,1
20.15,17,3059,1,3,1,1,2,0
94.45,55,4293,0,1,0,0,1,0
79.8,58,3853,0,0,2,0,1,0
54.2,5,2673,0,2,2,2,0,1
19.45,1,1483,0,2,1,1,2,1
74.05,9,5362,0,2,0,0,1,0
